Number	Datei	Textsorte	Jahr	Kontext_links	Keyword	Kontext_rechts	Lemma
353985	227.xml	EB	1678	  dem Allmaͤchtigen Gott alles zu uͤberlassen befahle sich also mit innbruͤnstigem Gebett dem H Wunderbarlichen Sacrament verlobte darneben wann sein 	Hausfraw	 ein lebendige Frucht werde gebaͤhren wolle er alle Festtaͤg den Hoch--Aempteren biß zu End beywohnen vnd verbleiben Hat auch aus	Hausfrau
354038	227.xml	EB	1678	  lesen lassen darauff er auch erhoͤrt vnd seiner Bitt gewehrt worden dann den Tag deß Monats Novembris deß Jahrs seine 	Hausfraw	 ein schoͤnes Knaͤblein geboren Derentwegen der Vatter gleich dem Gottshaus zugelauffen GOtt dem Allmaͤchtigen im heiligen Wunderbarlichen Sacrament ewigen Danck	Hausfrau
354136	227.xml	EB	1678	  in das wuͤrdige Gottshaus zum Heil Creutz von Andacht vnd Geluͤbds halber kommen vnd allda geoffenbahret wie daß ehegemelte seine 	Hausfraw	 Fastenzeit in der Kindbeth gelegen vnd in solcher in schwere Melancholey gerathen daruͤber auch vom boͤsen Feind sehr hefftig angefochten	Hausfrau
354292	227.xml	EB	1678	  JCh Johann Rhoͤm Fuͤrstl Durchl Mariæ Maximilianæ Camerdiener vnd Leibschneider bekenne hiemit daß als Anno in der Fasten meine liebe 	Hausfraw	 Maria Rhoͤmin in der Kindbeth gelegen ist sie in schwere Melancholey gerathen vnd in solcher hefftig vom boͤsen Feind durch	Hausfrau
388834	235.xml	UN	1556	  Antdorff mit namen Robertus welcher von mengklich jung unnd alten in hohem wert gehalten was nicht weniger hette auch sein 	hausfraw	 ein guͦt lob vonn wegen ihres tugentlichen unnd holdtsaͤligen wandels sie was ein weib der ehren ein liebhaberin Den beyden	Hausfrau
353772	227.xml	EB	1678	  also in solchem Leyd bey etlichen Doctoren der Artzney boͤsten Vermoͤgen nach Huͤlff vnd Rath wurden auch von denen seiner 	Hausfrawen	 vil Artzneyen von Truͤncken vnd Aderlassen verordnet vnd fuͤrgeschriben die aber alles nichts helffen wollen Darauff begabe gemelter Johann Lang	Hausfrau
354108	227.xml	EB	1678	  erloͤdiget worden JOhannes Rhoͤm Fuͤrstl Durchl Hertzogin Mariæ Maximilianæ hoͤchstseeliger Gedaͤchtnuß Cam̅erer vnd Leibschneider ist im Jahr mit sambt seiner 	Hausfrawen	 Maria genannt von Muͤnchen allhero nach Augspurg in das wuͤrdige Gottshaus zum Heil Creutz von Andacht vnd Geluͤbds halber kommen	Hausfrau
354199	227.xml	EB	1678	  vor zwey Jahren bey vnd vor dem Allerheiligisten Wunderbarlichen Sacrament allhie zu Augspurg erlangt vnd sich ebenmaͤssig sam̅t seiner vilgeaͤngstigten 	Hausfrawen	 mit einer Kirchfahrt vnd Opffer zu demselbigen verheissen Wie nun dises geschehen seye ihr alsbald gnaͤdiglich geholffen vnd der boͤsen	Hausfrau
326862	223.xml	CB	1490	  gemacht hab wider den Melanthius sein fei̅de aufgestanden ist vnd gesprochen Diser gebeüt vns eÿnikeit zehalten der sich selb sein 	haußfrau	 vnd sein maͤget in eÿm hause nit verainen mag wenn sein haußfraw die was neÿdig seiner schoͤnen maget dÿe er	Hausfrau
37416	115.xml	CB	1557	  die selben für vnehelich achteten vn̅ zu der Erbschafft nit khumen liessen weil aber hertzog Michael Linßkhj der selben seiner 	haußfrauen	 Vatters bruͦder ware dem wolt er seine khinder beuoͤlhen der selb mit seiner schickligkhait vnnd manhait wurde die khinder seine	Hausfrau
33220	115.xml	CB	1557	  Machmet den Khuͤnig Mathiasehn zu Hungern vnd Khuͤnig Hans Albrechtn NA zu Polln geschlagen hat Als die erst des Großfuͤrstn 	haußfraw	 Maria starb nam̅ Er SOPHIAM des THOMAS Tochter der etwo in PELOPONESO maͤchtig geherrschet hat der ain Sun was EMANVELIS	Hausfrau
326874	223.xml	CB	1490	  gebeüt vns eÿnikeit zehalten der sich selb sein haußfrau vnd sein maͤget in eÿm hause nit verainen mag wenn sein 	haußfraw	 die was neÿdig seiner schoͤnen maget dÿe er het daru̅b sÿ jren keüschen man mit taͤglichem hadern vmbtrib Vnd als	Hausfrau
392919	235.xml	UN	1556	  wie er sein vetter yetzund gar alt und schwach were so hett er gar kein kind und were im sein 	haußfraw	 mit tod abgangen Zuͦ dem wißt er keinen verwanten mer dann in Wer sein beger das er zuͦ Antorff auffbrechen	Hausfrau
500125	255.xml	CB	1599	  sehr wol beredt war seines Schwagers Botten die Antwort gab Koͤnig Dieterich were nicht gut gnug das er oder sein 	Haußfraw	 verbuͤndtnis mit jhm machen solten dann er vnehelich geboren vnd were daß Landt am Rein billicher sein von wegen seiner	Hausfrau
500146	255.xml	CB	1599	  verbuͤndtnis mit jhm machen solten dann er vnehelich geboren vnd were daß Landt am Rein billicher sein von wegen seiner 	Haußfrawen	 dann daß ers hette Da daß der Botte hoͤret sprach er diese worte muͤssen mit viel Blute der Duͤringer Reinlender	Hausfrau
482296	253.xml	CB	2. H. 15. Jh.	  an dem 2 tage des andern mondis do sprach got weder Noen " Nu gangk uss der archen mit deyner 	hussfrawen	 mit deynen kyndern unde yren weiben unde mit allen thiren die mit dir synt vihe unde vogel unde was du	Hausfrau
230401	153.xml	CB	1499	  dat volck bekeren moechte Mer do he niet ouer al schaffen mochte ind was besorcht dat Sy yn mit synre 	huysffrauwen	 ind syne kynderen erslagen soulden So weich he vyss dem selue̅ lande Besich hye vur vp de̅ blade die oirsache	Hausfrau
230581	153.xml	CB	1499	  die soulde̅ behalden werde̅ eyn menchyn ind eyn wijffchyn Ouch ginck he mit syner huyssfrauwen mit synen sonen ind yren 	huysffrauwen	 in die Arche Sent Augustinus in dem boich van der Stat gotz in de̅ cap spricht dat die dyere die	Hausfrau
225372	153.xml	CB	1499	  van lijff vn̅ mit eynem vroelichen angesicht vnd mit vnvissprechlicher zierheyt Vnd sy waren all beyde nacket Adam vnd syn 	huysfrauwe	 vnd schampten sich niet Do got Adam vnd Euam geschaffen hadde vp de̅ dach vp de̅ seluen dach satzde he	Hausfrau
226773	153.xml	CB	1499	  Caym vnd Abell offerhande deden als hernae steyt Caym der eyrstgeboren son Adams d` nam syn suster Calmana zu eynre 	huysfrauwe	 Want dat noit was vp die zijt vp dat dat mynschlich geslecht v`manichfeldiget wurde vn vp die zijt ware geyn	Hausfrau
227184	153.xml	CB	1499	  gotz son va̅ yme gebore̅ wurde vn̅ niet va̅ Caym de̅ moerd` syns broeders Vn̅ dair nae bekante Ada̅ syn 	huysfrauwe	 vnd Sij gebair yme ein son Seth Vn̅ van dem syn wyr alle geboren Wa̅t dat gantze geslechte Caym vmb	Hausfrau
228333	153.xml	CB	1499	  Idt sullen syn zwey in eyme vleisch rc vn̅ hadde mit de̅ zwen vrauwe̅ NA sone vn̅ doechter Die eyrste 	huysfrauwe	 was Ada genoempt vn̅ vnder den andere̅ kyndere̅ hadde he mit yr tzwen sone Der eyn hiesch Iabell der ander	Hausfrau
228358	153.xml	CB	1499	  vnder den andere̅ kyndere̅ hadde he mit yr tzwen sone Der eyn hiesch Iabell der ander hiesch Iubal Dye ander 	huysfrauwe	 hiesch Sela vn̅ eynre va̅ de̅ sone̅ hiesch Tubalchay̅ vn̅ hadde eyn suster dye was genoempt Noemma Vnd dese Lamechs	Hausfrau
227229	153.xml	CB	1499	  synre kyndere vn̅ yrre vnkuyscheyt erdruncken alle in der syntfloit vnd bleue alley̅ Noe mit syne̅ drij soene̅ mit yre̅ 	huysfrauwe̅	 die welche waren va̅ de̅ geslecht NA seth Caym want he synen broid` vermort hadde viss hasse vn̅ nijde wart	Hausfrau
228070	153.xml	CB	1499	  dat Eua le̅ger geleuet hait dan Ada̅ vn̅ is NA alder gewest va̅ iaere̅ Ite̅ Abraa̅ Isaac Jacob mit yren 	huysfrauwe̅	 synt ouch dair nae dae begraue̅ worde̅ Eyndeill anderen synt vn̅ spreche̅ dat Ada̅ sy begraue̅ worden in de̅ berge	Hausfrau
228259	153.xml	CB	1499	  so ermort he syne̅ broid` als vurß vn̅ vloe viss de̅ NA lande in Indie̅ als vurß vn̅ beka̅te sy̅ 	huysfrauwe̅	 vn̅ gewa̅ Enoch sy̅ sone NA Enoch na̅ seths dochter gewa̅ jareth jareth gewa̅ mananehel mananehel matusale̅ NA matusale̅ lamech	Hausfrau
227095	153.xml	CB	1499	  scholastica historia dat Ada̅ nae Abels doit den syn broid` Caym erslagen hadde gelouet got dat he vortan Eua̅ syn 	huysfrauwen	 niet bekenne̅ wolde vn̅ Sij beide beschruwe̅ yn iair Vnd die stat in d` sy yn beschruwen bis vp desen	Hausfrau
227278	153.xml	CB	1499	  geslechte vn̅ wairt dair nae lantfluchtich wild vn̅ mistroestich vnd vloe in Indien Vn̅ dae gewan he kind` mit synre 	huysfrauwen	 dat dae vyll mynschen begonte̅ zo werde̅ vn̅ die lockt he dair zo dat sy durch morderije vnd rouue̅ goit	Hausfrau
228283	153.xml	CB	1499	  sy̅ sone NA Enoch na̅ seths dochter gewa̅ jareth jareth gewa̅ mananehel mananehel matusale̅ NA matusale̅ lamech Lamech na̅ zwae 	huysfrauwen	 vn̅ was d` eyrste d` dat dede dat welche doch was wid` die loeuelichen manier sy̅re vurvad` vn̅ widd` gotz	Hausfrau
230575	153.xml	CB	1499	  ym van allen dyere̅ der geslecht die soulde̅ behalden werde̅ eyn menchyn ind eyn wijffchyn Ouch ginck he mit syner 	huyssfrauwen	 mit synen sonen ind yren huysffrauwen in die Arche Sent Augustinus in dem boich van der Stat gotz in de̅	Hausfrau
435525	243.xml	RE	1485	  sie vber die dor der stoben oder kammern vff daz sye dar in sehen mogen Disse blomen hait die lyebe 	iu̅gfrauwe	 sant Otilia sunderlichen in eren gehabt do vo̅ ynen dan solicher gewalt kommen ist Cardo benedictus bornwortz Cap̅ CArdo benedictus	Jungfrau
359350	231.xml	EB	wohl zwischen 1352 und 1370	  hest vnd wellent dir lonnen vnd sint vnser namen genant Angnes vnd Khetrine Vnd noment mich do die zwo schoͤnen 	iuncfrowen	 vnd fuͦrtent mich in den aller lústlichesten schoͤnesten garten von dem ich ie gehorte sagen vnd fuͦrtent mich in dem	Jungfrau
359525	231.xml	EB	wohl zwischen 1352 und 1370	  v̇ber alle dine wunden so werdent si dir an stette heil Nv got der gesege dich sprochent die zwo schoͤnen 	iunchfrowen	 Vnd in dem selben worte do worent si an stette hinweg Vnd do kam ich óch an stette wider zuͦ	Jungfrau
176530	143.xml	EB	1498	  sal warneme̅ der eigenschafft die maria an ir hatte die muter was leiplichen vn̅ geistlichen Sie was ein lauter mayt 	iunckfraw	 vn̅ sie was ein vorlobte vnd vortrautte iunckfrawe vn̅ sie was eingesloße̅ von allem scheiden Wan der engel gieng tzu	Jungfrau
176538	143.xml	EB	1498	  hatte die muter was leiplichen vn̅ geistlichen Sie was ein lauter mayt iunckfraw vn̅ sie was ein vorlobte vnd vortrautte 	iunckfrawe	 vn̅ sie was eingesloße̅ von allem scheiden Wan der engel gieng tzu yr ein Vnd also sal ein geistlich muter	Jungfrau
176635	143.xml	EB	1498	  wendig sal sie vil frucht haben Die tzyrde des ewigen koniges tochter die ist alles von ynnen Alßo sal die 	iunckfrawe	 yn abgescheidenheyt sein alle yr syten yr synne yr gelaße alles inwendig so brenget sie vil frucht vn̅ grosse fruchte	Jungfrau
176672	143.xml	EB	1498	  frucht vn̅ grosse fruchte gotes sun gotes wort das alle dingk ist vnnd tregt ynn ym Maria was ein vortraudte 	iunckfrawe	 also sal dyße sein getraudt nach Sant pauls rede vnd lere Du salt deynen wandelbarn willen einsencken in den gotlichen	Jungfrau
75931	123.xml	UN	1486	  redlicher und vester Aber wer ist der der da#herzücht ja ja es ist des ritters zutütler gnato Er fürt ain 	iungkfrawen	 mit im deren zeschencken Unhun sie ist erber gestalt wunder wird ich huit nit schandtlich beston mit meinem alten hemling	Jungfrau
359280	231.xml	EB	wohl zwischen 1352 und 1370	  daz ich von dirre zit nv̇t verstvͦnt Vnd in diseme vúrzvckende do koment zuͦ mir zwo die aller schoͤnesten minnenclichesten 	ivnchfrowen	 daz ich so schoͤner bilde vor nie gesehen hette vnd worent so gar durchglestig schoͤne daz mich dvhte das ich	Jungfrau
359313	231.xml	EB	wohl zwischen 1352 und 1370	  gar durchglestig schoͤne daz mich dvhte das ich irre anegesihte kvme erliden moͤhte Vnd ich sprach zuͦ in ir lieben 	ivnchfrowen	 wer sint ir oder waz wellent ir Do sprochent si wir sint die den dv gedienet hest vnd wellent dir	Jungfrau
359452	231.xml	EB	wohl zwischen 1352 und 1370	  ane do fielent an stette herabe der schoͤnen biren mir minen geren vol Do sprochent zuͦ mir die zwo schoͤnen 	ivnchfrowen	 Nv nim dise biren vnd gehalt si vnd gip óch nieman keine dervon vnd wenne es beschiht daz dir an	Jungfrau
360527	231.xml	EB	wohl zwischen 1352 und 1370	  gar glestig von liehte das ich den schin kvmme erliden moͤhte vnd was das hus alles sament vol schoͤner minnenclicher 	ivnchfrowen	 vnd hettend die alle schoͤne rote rosenschappel vffe irme hóbete Vnd vnder den ivnchfrowen allen waz eine gar vsser mosen	Jungfrau
360541	231.xml	EB	wohl zwischen 1352 und 1370	  hus alles sament vol schoͤner minnenclicher ivnchfrowen vnd hettend die alle schoͤne rote rosenschappel vffe irme hóbete Vnd vnder den 	ivnchfrowen	 allen waz eine gar vsser mosen schoͤne herliche frowe vnd sas die schoͤne frowe vffe eime gar schoͤnen herlichen sessele	Jungfrau
323457	223.xml	CB	1490	  gelernet dz zÿerlicheÿt d` weÿber seÿ die scham vnd nitt die klaider Es schreibt auch Thimeus der maister das die 	ju̅ckfrau	 Pÿthagore tochter ein vorgeerin seÿ gewesen der koͤr d` ju̅ckfrauen Vnd sÿ in lernung der keüscheit vnd`richt hab Es schreibt	Jungfrau
323467	223.xml	CB	1490	  die klaider Es schreibt auch Thimeus der maister das die ju̅ckfrau Pÿthagore tochter ein vorgeerin seÿ gewesen der koͤr d` 	ju̅ckfrauen	 Vnd sÿ in lernung der keüscheit vnd`richt hab Es schreibt auch boecius dz Pÿthagoras seÿ gewesen ein erfünder der Musica	Jungfrau
38642	115.xml	CB	1557	  Chor entgegen nen̅t den Großfuͤrsten Demetrj vnnd das ander nach der gewonhait Nach der Lethaney bett d` Metropolit O Heilligiste 	ju̅gkhfraw	 Gottes gebererin rc Nach solche̅ gebet setzen sich die wider Der briester oder DIACON zaigt auff die statt da das	Jungfrau
486427	253.xml	CB	2. H. 15. Jh.	  stat unde erslugen on mit seyme volke unde vorstorten die stat unde furten gefangen Exionam des koniges tochter unde ander 	juncfrawen	 vil Wie Priamus konigk zu Troyan wart Thalamon der konigk von Salenna der was do mete dem wart zu buethe	Jungfrau
486516	253.xml	CB	2. H. 15. Jh.	  mit namen Castor Pollux unde Peleus unde der hertzoge Nestor die alle schone buete entphyngen von jungen knechten frawen unde 	juncfrawen	 unde von grossen cleynoten unde gelde Es hatte Lamedon der konig von Troyan die weile seynen sson Priamum ussgesant mit	Jungfrau
486653	253.xml	CB	2. H. 15. Jh.	  Troia von den Krichen gewonnen geschynt vorbrant unde zu male vorstoret were unde seyne swester Exiona mit andern frawen unde 	juncfrawen	 gefangen unde zu eigen enwegkgefurt weren Do her das gehort hatte do that her unde die seynen ussermassen clegelichen unde	Jungfrau
80423	123.xml	UN	1486	  ob die jungkfrawen etwas schoͤn seind so ist es doch nun von fleiß der mütern nit von natur Als die 	junckfrau	 die er gesehen hat Mit gesmucktem Das ist hart yngebrisen und gegürt das sie schmal und ran werden wann es	Jungfrau
84187	123.xml	UN	1486	  [D]Ise Scen das ist der tail oder geschicht gat allso das sie geredt wirt zuͦ der zeit als gnato die 	junckfrauen	 thaidi geschenckt het und der riter gegen dem huß gieng thaidem uff das nachtmal zefordern und gnato vor dem huß	Jungfrau
319257	223.xml	CB	1490	  stat Priens Do aber der kriege zwischen den Prienser und Messanenser erstanden wz da viengen die Prienser den messanenser vil 	junckfrauen	 vnd die gefencklich in jr stat eingefuͤrt Als bald das Bias ersahe ward er traurige vnd erlediget die junckfrauen auß	Jungfrau
319276	223.xml	CB	1490	  vil junckfrauen vnd die gefencklich in jr stat eingefuͤrt Als bald das Bias ersahe ward er traurige vnd erlediget die 	junckfrauen	 auß d` gefencknuß Vnd taͤt sÿ v`huͤten als sein aigen toͤchtern vnd hat sÿ mit neüen klaÿdern beklaidet vnd begabt	Jungfrau
322972	223.xml	CB	1490	  auch geseczt das sÿ nit widerkomme̅ soͤlle̅ in die stat eemal vnd sÿ maͤnner waͤren worden Hat auch verordnet die 	junckfrauen	 zuͦ verheÿreten on heÿratguͦt darmit die weÿber nit von geltes wegen würden erwoͤlt Die verpflichtung vnd purde d` ee strencklicher	Jungfrau
79021	123.xml	UN	1486	  beleiben und getarst gantz nüntz darwider thuͦn So du die fürst Das redt er haimlich gegen Gnato murmeln das die 	junckfraw	 nit hoͤrt und verküwt es doch under der zungen das er seinen haimlich nit außliesse Par Laß die zwen tag	Jungfrau
395102	235.xml	UN	1556	  der welchem ein semliche schoͤne braut an seine arm kumen sol Ich sag bei meiner selen wann mir ein solche 	junckfraw	 in Portugal zuͦ einer Ehegemaheln zuͦston moͤcht wolt ich all mein hab und guͦt in Hispanien zuͦ barem gelt machen	Jungfrau
396323	235.xml	UN	1556	  sach fürhalten und ir guͦtduncken hoͤren damit wir iren willen und meinung auch verston mügen " Also bald ward die 	junckfraw	 Cassandra beruͦffen und ward ir alle meinung des heurats halben fürgehalten wie es dann oben nach der lenge anzeigt und	Jungfrau
396350	235.xml	UN	1556	  meinung des heurats halben fürgehalten wie es dann oben nach der lenge anzeigt und in summa das ichs bekuͤrtz Die 	junckfraw	 gantz züchtigklichen anfieng zuͦ antwurten und sagt " Ir mein aller liebsten aͤlteren die ir mich so schon unnd zaͤrtlich	Jungfrau
33597	115.xml	CB	1557	  Wild an ainem bestimbten Platz ain Kirchen nach Reissischem sitten vnnd gebrauch der Fuͤrstin gebaut jr auch etliche Weiber vnd 	Junckfrawen	 jres glaubens gehalten sollen werden Vnd weil solches gebew ain zeitlang vnderlassen beliben hat der Schweher ain vrsach des Kriegs	Jungfrau
72135	123.xml	UN	1486	  ains tails zegytig Das ist mit seinen geberden zelesen als dar#zuͦgehoͤrt Da er die jungkfrawen sach Merck wie si die 	junckfrawen	 lobet durch ander leüt darumb das er gedencken soͤll sie tuͦt billich das si hat fürgenomen und ob si den	Jungfrau
72398	123.xml	UN	1486	  wolt er mir sie geben aber er furchte das Doch als ich argwonen so hat er sein gemüt zu der 	junckfrawen	 gestellt Phe Auch nit wyters Tha Nichtz wann das ich sie suche mein phedria es sind viel sachen darumb ich	Jungfrau
74878	123.xml	UN	1486	  dannen geschaiden werd wann in seiner gegenwertigkait möchte sein bruͦder Cherea nit gefürt sein in deß versniten gestalt und die 	junckfrawen	 geswecht hon darumb gesegnet Phedria Thaidem die zwen tag das er zaige nit lenger von ir sein mügen Und auch	Jungfrau
81126	123.xml	UN	1486	  mir Par Freilich uneben Che Ja freilich joch unglücklich wann dir seind andre Wie hasts verloren Merck wann Cherea die 	junckfrawen	 nit verlorn hette so moͤcht die fabel iren rechten außgang nit gehebt hon wann solt Cherea gesehen hon wa hin	Jungfrau
124628	133.xml	EB	1463	  sacrament zw seiner seel verdampnuß Also sprech man dornach zw dem krancken Gelaubstu Jhesum Cristum gotes sun vnd Marie der 	junckfrawen	 von dein wegen gestorben ist vnd grosse swere marter von dein wegen geliden hat Gelaubstu auch daz du anders nicht	Jungfrau
126765	133.xml	EB	1463	  vnd verzweiffel Zw dem vierden so sol man dy krancken ermanen daz sy anruffen dy liben heiligen zwelfpoten martrer peichtiger 	junckfrawn	 vnd sunderlich dy den er hye geren gedynet hat daz sy ym zw hilff kumen in sein leczten noten vnd	Jungfrau
504599	257.xml	EB	1664	  den Weg alles Fleisches den Tod aus dieser Zeitlichkeit ausgangen Solte aber in das ausgefuͤhrte Grab ein bluͤhender Juͤngling oder 	Jungfrau	 oder wohl gar ein zartes Kind gebracht werden behielten sie zwar eben die Buchstaben verwandelten aber der Worte Meinung in	Jungfrau
343889	227.xml	EB	1678	  Octav Taͤg An der H drey Koͤnig Tag Taͤg Auch die gantze Tag alle Tag Taͤg Am Tag der heiligen 	Jungfrauen	 vnd Martyrin Agnes Taͤg Jm Hornung An vnser lieben Frauen Liechtmeßtag Taͤg Am Tag deß H Bischoffs vnd Martyrers Blasij	Jungfrau
343926	227.xml	EB	1678	  Bischoffs vnd Martyrers Blasij Taͤg An deß H Apostels Mathiæ Tag Taͤg Jm Mertzen Am Tag der Verkuͤndigung Mariæ der 	Jungfrauen	 Taͤg Am heiligen Charfreytag Jm Aprilen Am Fest deß H Ostertags Taͤg Jtem alle Tag durch die gantze Octav Am	Jungfrau
410347	237.xml	UN	1650	  Rathstube de virtute in virtutem von einem Wirthshauß in das andere Der Zöllner Schatzmeister Der Schöffen Stattmeister Die Huren freundliche 	Jungfrauen	 Die Kupplerinne Gottsförchtige Matronen Der Gauch geduldigter Job Hurerey Freundschaft Wucher Häuslichkeit Betriegerey Geschwindigkeit Lügen Auffrichtigkeit Die Boßheit Wackerkeit Ein	Jungfrau
502690	257.xml	EB	1664	  und beruͤhmten Practici damahls in Weinmar Herzliebst--gewesenen Haus--frauen Daselbst gehalten im Jahr Christi den Augusti Hochansehnliche Herren Tugendbegabte Frauen und 	Jungfrauen	 Gleich wie die Geschichtschreiber von den maͤchtigen Perser--Lande uns allerhand wunderseltzame Dinge berichten also schreiben sie absonderlich daß in demselben	Jungfrau
504357	257.xml	EB	1664	  selbiger Zeit Decani Liebgearteten Juͤngsten Toͤchterleins Gehalten in Jena den Merzens im Jahr Hochansehnliche Großguͤnstige Herren Tugendbegabte Ehrengeneigte Frauen und 	Jungfrauen	 Geehrteste Anwesende ALs vor Zeiten ein Heidnisches Oraculum befraget wurde Wo wohl der Mensch die meiste Weisheit lernen koͤnnte Gabs	Jungfrau
507079	257.xml	EB	1664	  Juͤngst--gebohrnen Herzliebsten Toͤchterleins Den Merzens im Jahr Christi gehalten in Jena Hoͤchst-- und Hochansehnliche Herren Groß-- und Ehren--geneigte Frauen und 	Jungfrauen	 Allerseits Geehrteste Anwesende JCh muß sein wie einer der seiner Kinder gar beraubet ist Joseph ist dahin Simeon ist nicht	Jungfrau
510730	257.xml	EB	1664	  Hochgeehrte Praeceptores Grosse Foͤrderer auch Edle und Vielberuͤhmte Studiosi Geehrte Herren Guͤnstige Freunde so wohl Wohl--Edle Hoch--Ehr-- und Tugendbegabteste Frauen und 	Jungfrauen	 Allerseits Hochwehrteste Aufmerker WAnn wir auf den Stand und Beschaffenheit begabter und treuer Lehrer uff hohen Schulen die Augen werfen	Jungfrau
236331	155.xml	EB	1556	  Brot so nach der Gotheit vß dem Hymel ko̅men Vnd nach de̅ Fleisch von dem H Geist in der Allerheiligsten 	Jungfrauwen	 Marien leib entfangen ist nit so anlich bezeichen als das Hymelbrot so den Altvaͤttern geben ist Dan diß Brot der	Jungfrau
432778	243.xml	RE	1485	  geleyt vff die brüste der frauwen verswyndet ir die milch Vnd wan das plaster geleyt wirt vff die brust der 	Jungfrauwen	 so wachsen sie nichts Jtem Galienus in dem buͦch gena̅t simpliciu̅ farmacaru̅ in dem capitell Comom id est Cicuta secundu̅	Jungfrau
245398	157.xml	KT	1653	  der Welt seind wie er dem Weib gefalle vnnd er ist zertheilt Vnnd das Weib welches vnverheyrat ist vnnd die 	Jungfraw	 geht in jhren gedancken mit den jenigen dingen vmb welche deß Herrn seind auff daß sie an Leib vnd Geist	Jungfrau
245448	157.xml	KT	1653	  mit Weltlichen dingen wie sie dem Mann gefalle " Darnach folgt " So thut dann der jenig wol welcher seine 	Jungfraw	 verheyratet der jenig aber thut besser welcher sie nit verheyratet " Nach dieser Apostolischen Lehr wird in der Catholischen Kirchen	Jungfrau
447052	245.xml	CB	1599	  einen Dolmetschen den ich mit mir auß Engellandt hatte gebracht Daß ich ein Diener were einer Koͤnigin welche noch ein 	Jungfraw	 vnd die groͤste Cassique gegen Nidergang were die mehr Cassiqui vnder jhrem Gebiet hette denn Baͤum in der gantzen Jnsel	Jungfrau
496562	255.xml	CB	1599	  Mensch gewesen der zwo seiner eigenen Schwester vnd auch seine leibliche Tochter in Jahr beschlaffen hat Vnter diesem ist die 	Jungfraw	 Maria die Mutter Christi als sie Jahr alt worden nach jhres Sohns Jesu Christi Geburt Jahr gestorben vnd im Thal	Jungfrau
488753	253.xml	CB	2. H. 15. Jh.	  om von Troja kommen was do jar unde noch om konige seynes geslechtis yn drenhundert jaren unde do was eyne 	jungfrawe	 von seyme stamme gnant Rea die was yn dem tempil der gotynne Veste gar eyne suberliche usserwelte mait zu der	Jungfrau
239990	155.xml	EB	1556	  noch mit dem mund bekennen das der eyniger Suͦn Gottes von dem heiligen Geist entfangen dz Fleisch in der heiligste̅ 	Jungfrawe̅	 Marie̅ angeno̅me̅ hab woͤlchs er darnach niemals auch nit im Todt widd` verlassen Derwegen sie auch vort bekenne̅ dzer der	Jungfrau
245502	157.xml	KT	1653	  selbigen S Ambrosius bezeugt daß zu Alexandria vnnd allenthalben in der Christenheit nach auffgang der Sonnen vnnd in Africa mehr 	Jungfrawen	 Gott geheiliget worden wie dann solches durch offentliches geloͤbd geschach als zu Meylen Menschen zu sehen waren So ist auch	Jungfrau
245599	157.xml	KT	1653	  boͤsen Vrheber eingesetzt Jedoch weil Gott in der gnad deß newen Testaments durch IESVM Christum vnseren Herrn den Sohn der 	Jungfrawen	 diese Tugent in seinem Volck so sehr vermehrt vnnd die Heyligkeit der geheymnuß so groß ist so werden billich zu	Jungfrau
344250	227.xml	EB	1678	  Festtag der Auffopfferung Mariæ An Sanct Catharina Tag Am Fest deß H Apostels Andreæ Im Christmonat Am Tag der H 	Jungfrawen	 vnd Martyrin Barbaræ Taͤg Am Tag deß H Bischoffs Nicolai Am Festtag der Empfaͤngnuß Mariæ An Sanct Thomæ Tag Am	Jungfrau
404940	237.xml	UN	1650	  verstand allein zu stehlen vnd zu Rauben gebrauchen Dann ein Buhler stihlet er nicht mit seinem Willen die Ehr einer 	Jungfrawen	 Ein Vorsprech stihlet er nicht eim andern sein gut ab mit seinem Verstand dum pervertit vim legis eique aliam planeque	Jungfrau
498675	255.xml	CB	1599	  vnd Franckreich Jaͤmmerlich Zerstoͤret vnnd fuͤr Coͤln S Vrsulam deß Koͤniges Tochter von Britanien oder Engellandt Getoͤdtet mit Eilff Tausent 	Jungfrawen	 Wider diesen Tyrannen haben sich die Roͤmer mit der Westgótten Koͤnige Dieterichen vnd der Francken Koͤnige Meerwigk verbunden vnnd ein	Jungfrau
14639	113.xml	CB	1445-1452	  von ainander Do schied sein gnad also krankcher von der Plintenpurg Da wolte sein gnad auch noch sein Junge tochter 	Jungkchfraw	 Elyzabeth sehen vnd zog dahin gen Gran Da ward sich sein krankchait noch schwerer zu dem langen Dorff Da starib	Jungfrau
80053	123.xml	UN	1486	  das dein gelübt erschynen Par Ist es so ain wirdiges ding darumb du dich arbaiten solt Che Es ist kain 	jungkfrau	 unser burgerin deren Ich hab etc Er hat kain benügen an dem das er im sagt er hab im oft	Jungfrau
80751	123.xml	UN	1486	  sy mit gewalt oder haimelich oder durch biten es gilt mir glych das ich sie nun brauche Par was die 	jungkfrau	 was volcks ist sie Che By hercle ich waiß es nit Par Von wann ist sie Che So vil Par	Jungfrau
80913	123.xml	UN	1486	  spricht er nit mit guͦt oder mit gelt wann er het kains und spricht Mit gewalt wann sie was ain 	jungkfrau	 Haimlich Wann sie was behüt Mit biten Wann es was kain gelt alda da mit begegnet er der haimlichen frag	Jungfrau
